GameFontDisableMed2;Fonts\\FRIZQT__.TTF;13;;808080;000000;1;-1;GameFontNormalMed2;;
GameFontDisableMed3;Fonts\\FRIZQT__.TTF;13;;808080;000000;1;-1;SystemFont_Shadow_Med3;;
GameFontDisableOutline22;Fonts\\FRIZQT__.TTF;22;OUTLINE;808080;;;;GameFontNormalOutline22;;
GameFontDisableSmall;Fonts\\FRIZQT__.TTF;10;;808080;000000;1;-1;GameFontNormalSmall;;
GameFontDisableSmall2;Fonts\\FRIZQT__.TTF;11;;808080;;;;SystemFont_Small2;;
GameFontDisableSmallLeft;Fonts\\FRIZQT__.TTF;10;;808080;000000;1;-1;GameFontDisableSmall;LEFT;
GameFontDisableTiny;Fonts\\FRIZQT__.TTF;9;;808080;;;;SystemFont_Tiny;;
GameFontDisableTiny2;Fonts\\FRIZQT__.TTF;8;;808080;;;;SystemFont_Tiny2;;
GameFontGreen;Fonts\\FRIZQT__.TTF;12;;19ff19;000000;1;-1;GameFontNormal;;
GameFontGreenLarge;Fonts\\FRIZQT__.TTF;16;;1aff1a;000000;1;-1;GameFontNormalLarge;;
GameFontGreenSmall;Fonts\\FRIZQT__.TTF;10;;1aff1a;000000;1;-1;GameFontNormalSmall;;
GameFontHighlight_NoShadow;Fonts\\FRIZQT__.TTF;12;;;;;;SystemFont_Med1;;
GameFontHighlight;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontNormal;;
GameFontHighlightCenter;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlight;;
GameFontHighlightExtraSmall;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;;
GameFontHighlightExtraSmallLeft;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightExtraSmall;LEFT;
GameFontHighlightExtraSmallLeftTop;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightExtraSmallLeft;LEFT;TOP
GameFontHighlightHuge;Fonts\\FRIZQT__.TTF;20;;;000000;1;-1;GameFontNormalHuge;;
GameFontHighlightHuge2;Fonts\\FRIZQT__.TTF;24;;;;;;SystemFont_Huge2;;
GameFontHighlightHugeOutline;Fonts\\FRIZQT__.TTF;20;OUTLINE;;000000;1;-1;GameFontNormalHugeOutline;;
GameFontHighlightLarge;Fonts\\FRIZQT__.TTF;16;;;000000;1;-1;GameFontNormalLarge;;
GameFontHighlightLarge2;Fonts\\FRIZQT__.TTF;18;;;000000;1;-1;GameFontNormalLarge2;;
GameFontHighlightLeft;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlight;LEFT;
GameFontHighlightMed2;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;GameFontNormalMed2;;
GameFontHighlightMed2Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;;000000;1;-1;SystemFont_Shadow_Med2_Outline;;
GameFontHighlightMedium;Fonts\\FRIZQT__.TTF;13;;;000000;1;-1;SystemFont_Shadow_Med3;;
GameFontHighlightOutline;Fonts\\FRIZQT__.TTF;12;OUTLINE;;000000;1;-1;GameFontNormalOutline;;
GameFontHighlightOutline22;Fonts\\FRIZQT__.TTF;22;OUTLINE;;;;;GameFontNormalOutline22;;
GameFontHighlightRight;Fonts\\FRIZQT__.TTF;12;;;000000;1;-1;GameFontHighlight;RIGHT;
GameFontHighlightShadowHuge2;Fonts\\FRIZQT__.TTF;24;;;000000;1;-1;SystemFont_Shadow_Huge2;;
GameFontHighlightShadowOutline22;Fonts\\FRIZQT__.TTF;22;OUTLINE;;000000;2;-2;SystemFont22_Shadow_Outline;;
GameFontHighlightSmall;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontNormalSmall;;
GameFontHighlightSmall2;Fonts\\FRIZQT__.TTF;11;;;;;;SystemFont_Small2;;
GameFontHighlightSmallLeft;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;LEFT;
GameFontHighlightSmallLeftTop;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmallLeft;LEFT;TOP
GameFontHighlightSmallOutline;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;;
GameFontHighlightSmallRight;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;GameFontHighlightSmall;RIGHT;
GameFontNormal_NoShadow;Fonts\\FRIZQT__.TTF;12;;ffd100;;;;SystemFont_Med1;;
GameFontNormal;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;SystemFont_Shadow_Med1;;
GameFontNormalHuge;Fonts\\FRIZQT__.TTF;20;;ffd100;000000;1;-1;SystemFont_Shadow_Huge1;;
GameFontNormalHuge2;Fonts\\FRIZQT__.TTF;24;;ffd100;;;;SystemFont_Huge2;;
GameFontNormalHuge2Outline;Fonts\\FRIZQT__.TTF;24;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Huge2_Outline;;
GameFontNormalHuge3;Fonts\\FRIZQT__.TTF;25;;ffd100;000000;1;-1;SystemFont_Shadow_Huge3;;
GameFontNormalHuge3Outline;Fonts\\FRIZQT__.TTF;25;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Outline_Huge3;;
GameFontNormalHuge4;Fonts\\FRIZQT__.TTF;27;;ffd100;000000;1;-1;SystemFont_Shadow_Huge4;;
GameFontNormalHuge4Outline;Fonts\\FRIZQT__.TTF;27;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Huge4_Outline;;
GameFontNormalHugeBlack;Fonts\\FRIZQT__.TTF;20;;000000;;;;SystemFont_Huge1;;
GameFontNormalHugeOutline;Fonts\\FRIZQT__.TTF;20;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Huge1_Outline;;
GameFontNormalLarge;Fonts\\FRIZQT__.TTF;16;;ffd100;000000;1;-1;SystemFont_Shadow_Large;;
GameFontNormalLarge2;Fonts\\FRIZQT__.TTF;18;;ffd100;000000;1;-1;SystemFont_Shadow_Large2;;
GameFontNormalLargeLeft;Fonts\\FRIZQT__.TTF;16;;ffd100;000000;1;-1;GameFontNormalLarge;LEFT;
GameFontNormalLargeLeftTop;Fonts\\FRIZQT__.TTF;16;;ffd100;000000;1;-1;GameFontNormalLargeLeft;LEFT;TOP
GameFontNormalLargeOutline;Fonts\\FRIZQT__.TTF;16;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Large_Outline;;
GameFontNormalLeft;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormal;LEFT;
GameFontNormalLeftBottom;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormalLeft;LEFT;BOTTOM
GameFontNormalLeftGreen;Fonts\\FRIZQT__.TTF;12;;00ff00;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftGrey;Fonts\\FRIZQT__.TTF;12;;808080;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftLightBlue;Fonts\\FRIZQT__.TTF;12;;87abff;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftLightGreen;Fonts\\FRIZQT__.TTF;12;;40bf40;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftLightGrey;Fonts\\FRIZQT__.TTF;12;;999999;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftOrange;Fonts\\FRIZQT__.TTF;12;;ff8040;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftRed;Fonts\\FRIZQT__.TTF;12;;e60000;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalLeftYellow;Fonts\\FRIZQT__.TTF;12;;ffff00;000000;1;-1;GameFontNormalLeft;LEFT;
GameFontNormalMed1;Fonts\\FRIZQT__.TTF;13;;ffd100;000000;1;-1;SystemFont_Med2;;
GameFontNormalMed2;Fonts\\FRIZQT__.TTF;13;;ffd100;000000;1;-1;SystemFont_Shadow_Med2;;
GameFontNormalMed2Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Med2_Outline;;
GameFontNormalMed3;Fonts\\FRIZQT__.TTF;13;;ffd100;000000;1;-1;SystemFont_Shadow_Med3;;
GameFontNormalMed3Outline;Fonts\\FRIZQT__.TTF;13;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Med3_Outline;;
GameFontNormalOutline;Fonts\\FRIZQT__.TTF;12;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Med1_Outline;;
GameFontNormalOutline22;Fonts\\FRIZQT__.TTF;22;OUTLINE;ffc700;;;;SystemFont22_Outline;;
GameFontNormalShadowHuge2;Fonts\\FRIZQT__.TTF;24;;ffd100;000000;1;-1;SystemFont_Shadow_Huge2;;
GameFontNormalShadowOutline22;Fonts\\FRIZQT__.TTF;22;OUTLINE;ffd100;000000;2;-2;SystemFont22_Shadow_Outline;;
GameFontNormalSmall;Fonts\\FRIZQT__.TTF;10;;ffd200;000000;1;-1;SystemFont_Shadow_Small;;
GameFontNormalSmall2;Fonts\\FRIZQT__.TTF;11;;ffd100;000000;1;-1;SystemFont_Shadow_Small2;;
GameFontNormalSmallBattleNetBlueLeft;Fonts\\FRIZQT__.TTF;10;;82c5ff;000000;1;-1;GameFontNormalSmall;LEFT;
GameFontNormalSmallLeft;Fonts\\FRIZQT__.TTF;10;;ffd200;000000;1;-1;GameFontNormalSmall;LEFT;
GameFontNormalSmallOutline;Fonts\\FRIZQT__.TTF;10;OUTLINE;ffd100;000000;1;-1;SystemFont_Shadow_Small_Outline;;
GameFontNormalTiny;Fonts\\FRIZQT__.TTF;9;;ffd100;;;;SystemFont_Tiny;;
GameFontNormalTiny2;Fonts\\FRIZQT__.TTF;8;;ffd100;;;;SystemFont_Tiny2;;
GameFontNormalWTF2;Fonts\\FRIZQT__.TTF;36;;ffd100;;;;SystemFont_WTF2;;
GameFontNormalWTF2Outline;Fonts\\FRIZQT__.TTF;36;OUTLINE;ffd100;;;;SystemFont_Outline_WTF2;;
GameFontRed;Fonts\\FRIZQT__.TTF;12;;ff1a1a;000000;1;-1;GameFontNormal;;
GameFontRedLarge;Fonts\\FRIZQT__.TTF;16;;ff1a1a;000000;1;-1;GameFontNormalLarge;;
GameFontRedSmall;Fonts\\FRIZQT__.TTF;10;;ff1a1a;000000;1;-1;GameFontNormalSmall;;
GameFontWhite;Fonts\\FRIZQT__.TTF;12;;;;;;GameFontBlack;;
GameFontWhiteSmall;Fonts\\FRIZQT__.TTF;10;;;;;;GameFontBlackSmall;;
GameFontWhiteTiny;Fonts\\FRIZQT__.TTF;9;;;;;;SystemFont_Tiny;;
GameFontWhiteTiny2;Fonts\\FRIZQT__.TTF;8;;;;;;SystemFont_Tiny2;;
GameNormalNumberFont;Fonts\\FRIZQT__.TTF;10;;ffd100;000000;1;-1;NumberFont_GameNormal;;
GameTooltipHeader;Fonts\\FRIZQT__.TTF;13;;;;;;;;
GameTooltipHeaderText;Fonts\\FRIZQT__.TTF;13;;;;;;GameTooltipHeader;LEFT;
GameTooltipText;Fonts\\FRIZQT__.TTF;12;;;;;;Tooltip_Med;LEFT;
GameTooltipTextSmall;Fonts\\FRIZQT__.TTF;10;;;;;;Tooltip_Small;LEFT;
GlueFontDisable;Fonts\\FRIZQT__.TTF;15;OUTLINE;808080;000000;1;-1;GlueFontNormal;;
GlueFontDisableExtraSmall;Fonts\\FRIZQT__.TTF;10;OUTLINE;808080;000000;1;-1;SystemFont_Shadow_Outline_Small;;
GlueFontDisableLarge;Fonts\\FRIZQT__.TTF;18;OUTLINE;808080;000000;2;-2;GlueFontNormalLarge;;
GlueFontHighlight;Fonts\\FRIZQT__.TTF;15;OUTLINE;;000000;1;-1;GlueFontNormal;;
GlueFontHighlightExtraSmall;Fonts\\FRIZQT__.TTF;10;OUTLINE;;000000;1;-1;SystemFont_Shadow_Outline_Small;;
GlueFontHighlightLarge;Fonts\\FRIZQT__.TTF;18;OUTLINE;;000000;2;-2;GlueFontNormalLarge;;
GlueFontNormal;Fonts\\FRIZQT__.TTF;15;OUTLINE;ffd200;000000;1;-1;SystemFont_Outline_Med2;;
GlueFontNormalExtraSmall;Fonts\\FRIZQT__.TTF;10;OUTLINE;ffd200;000000;1;-1;SystemFont_Shadow_Outline_Small;;
GlueFontNormalLarge;Fonts\\FRIZQT__.TTF;18;OUTLINE;ffd200;000000;2;-2;SystemFont_Shadow_Outline_Large;;
IMEHighlight;Fonts\\FRIZQT__.TTF;16;;ffd100;;;;System_IME;LEFT;
IMENormal;Fonts\\FRIZQT__.TTF;16;;;;;;System_IME;LEFT;
InvoiceFont_Med;Fonts\\FRIZQT__.TTF;12;;;;;;;;
InvoiceFont_Small;Fonts\\FRIZQT__.TTF;10;;;;;;;;
InvoiceTextFontNormal;Fonts\\FRIZQT__.TTF;12;;2e1f0f;;;;InvoiceFont_Med;LEFT;
InvoiceTextFontSmall;Fonts\\FRIZQT__.TTF;10;;2e1f0f;;;;InvoiceFont_Small;LEFT;
ItemTextFontNormal;Fonts\\MORPHEUS.ttf;15;;2e1f0f;;;;QuestFont_Large;LEFT;
LFGActivityEntry;Fonts\\FRIZQT__.TTF;12;;ffd200;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityEntryDifficult;Fonts\\FRIZQT__.TTF;12;;ff8040;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityEntryTrivial;Fonts\\FRIZQT__.TTF;12;;808080;000000;1;-1;GameFontNormalLeft;LEFT;
LFGActivityHeader;Fonts\\FRIZQT__.TTF;12;;b3b3b3;000000;1;-1;GameFontNormalLeft;LEFT;
MailFont_Large;Fonts\\FRIZQT__.TTF;15;;;;;;;;
MailTextFontNormal;Fonts\\FRIZQT__.TTF;15;;2e1f0f;;;;MailFont_Large;LEFT;
MissionCombatTextFontOutline;Fonts\\FRIZQT__.TTF;36;OUTLINE;;;;;SystemFont_Outline_WTF2;;
MovieSubtitleFont;Fonts\\FRIZQT__.TTF;22;OUTLINE;ffd200;000000;2;-2;SystemFont22_Shadow_Outline;;
NewSubSpellFont;Fonts\\FRIZQT__.TTF;10;;d1b38a;000000;1;-1;SubSpellFont;;
Number11Font;Fonts\\ARIALN.TTF;11;;;;;;;;
Number11FontWhite;Fonts\\ARIALN.TTF;11;;;000000;1;-1;Number11Font;;
Number12Font_o1;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
Number12Font;Fonts\\ARIALN.TTF;12;;;;;;;;
Number12FontOutline;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
Number13Font;Fonts\\ARIALN.TTF;13;;;;;;;;
Number13FontGray;Fonts\\ARIALN.TTF;13;;808080;000000;1;-1;Number13Font;;
Number13FontRed;Fonts\\ARIALN.TTF;13;;ff1a1a;000000;1;-1;Number13Font;;
Number13FontWhite;Fonts\\ARIALN.TTF;13;;;000000;1;-1;Number13Font;;
Number13FontYellow;Fonts\\ARIALN.TTF;13;;ffd100;000000;1;-1;Number13Font;;
Number14FontGray;Fonts\\ARIALN.TTF;13;;808080;000000;1;-1;NumberFont_Normal_Med;;
Number14FontGreen;Fonts\\ARIALN.TTF;13;;1aff1a;000000;1;-1;NumberFont_Normal_Med;;
Number14FontRed;Fonts\\ARIALN.TTF;13;;ff1a1a;000000;1;-1;NumberFont_Normal_Med;;
Number14FontWhite;Fonts\\ARIALN.TTF;13;;;000000;1;-1;NumberFont_Normal_Med;;
Number15Font;Fonts\\ARIALN.TTF;15;;;;;;;;
Number15FontWhite;Fonts\\ARIALN.TTF;15;;;000000;1;-1;Number15Font;;
Number16Font;Fonts\\ARIALN.TTF;16;;;;;;;;
Number18Font;Fonts\\ARIALN.TTF;18;;;;;;;;
Number18FontWhite;Fonts\\ARIALN.TTF;18;;;000000;1;-1;Number18Font;;
NumberFont_GameNormal;Fonts\\FRIZQT__.TTF;10;;;000000;1;-1;;;
NumberFont_Normal_Med;Fonts\\ARIALN.TTF;13;;;;;;;;
NumberFont_Outline_Huge;Fonts\\skurri.ttf;30;OUTLINE;;;;;;;
NumberFont_Outline_Large;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;;;
NumberFont_Outline_Med;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;;;
NumberFont_OutlineThick_Mono_Small;Fonts\\ARIALN.TTF;12;OUTLINE;;;;;;;
NumberFont_Shadow_Large;Fonts\\ARIALN.TTF;20;;;000000;0.00063836097251624;-0.00063836097251624;;;
NumberFont_Shadow_Med;Fonts\\ARIALN.TTF;13;;;000000;1;-1;;;
NumberFont_Shadow_Small;Fonts\\ARIALN.TTF;12;;;000000;1;-1;;;
NumberFont_Shadow_Tiny;Fonts\\ARIALN.TTF;10;;;000000;1;-1;;;
NumberFont_Small;Fonts\\ARIALN.TTF;12;;;;;;;;
NumberFontNormal;Fonts\\ARIALN.TTF;13;OUTLINE;;;;;NumberFont_Outline_Med;;
NumberFontNormalGray;Fonts\\ARIALN.TTF;13;OUTLINE;999999;;;;NumberFont_Outline_Med;;
NumberFontNormalHuge;Fonts\\skurri.ttf;30;OUTLINE;;;;;NumberFont_Outline_Huge;;
NumberFontNormalLarge;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;NumberFont_Outline_Large;;
NumberFontNormalLargeRight;Fonts\\ARIALN.TTF;16;OUTLINE;;;;;NumberFontNormalLarge;RIGHT;
NumberFontNormalLargeRightGray;Fonts\\ARIALN.TTF;16;OUTLINE;999999;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeRightRed;Fonts\\ARIALN.TTF;16;OUTLINE;ff1a1a;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeRightYellow;Fonts\\ARIALN.TTF;16;OUTLINE;ffd100;;;;NumberFontNormalLargeRight;RIGHT;
NumberFontNormalLargeYellow;Fonts\\ARIALN.TTF;16;OUTLINE;ffd100;;;;NumberFontNormalLarge;;
